Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
1050,01,45.0,26700.459531621713,31219.43204692043,-214.62704714288392,-2.0210398782395735,2.979508364876355,0.30974814194030015,-2.33428394988182,2.0015646199271058,0,27441.337459599257,32002.900609607164,0,stationkeeping
1060,01,45.0,26681.223600695474,31250.390434366855,-212.2939487741608,-1.8507410207898793,3.170898520742291,0.25407261207598353,-2.3357432652761037,1.9998614664864007,0,27417.987322488236,32022.907740926254,0,stationkeeping
1070,01,45.0,26663.0866410848,31282.277460239016,-209.2469327965017,-1.7415893760861603,3.262383534055124,0.3250168878500298,-2.3372013380062397,1.9981572490776731,0,27394.622598435948,32042.897835390333,0,stationkeeping
1080,01,45.0,26646.39023467016,31315.08541164874,-206.31608040253414,-1.5984933699951684,3.3530050016991266,0.31313067695821595,-2.338658167296504,1.996451968607602,0,27371.243299872913,32062.870882364266,0,stationkeeping
1090,01,45.0,26630.952535641773,31348.647504059194,-201.04741283302454,-1.4736729001783893,3.4269042505316074,0.54591776472036,-2.340113752371832,1.9947456259834322,0,27347.849439237405,32082.82687122197,0,stationkeeping
1100,01,45.0,26618.11734788431,31382.326136329466,-194.75039541667863,-1.2150025062708887,3.437157542519234,0.647917377692991,-2.3415680924578233,1.9930382221129734,0,27324.44102897544,32102.765791346446,0,stationkeeping
1110,01,45.0,26605.990859474383,31417.371792268776,-186.88824317463983,-1.1454068634775407,3.5720707062449515,0.8033316180729364,-2.343021186780738,1.9913297579046005,0,27301.01808154079,32122.68763212977,0,stationkeeping
1120,01,45.0,26596.133613807357,31452.21311697663,-178.79723246022434,-0.9857245667027902,3.484132470785214,0.809101071441549,0.0,0.0,0,27277.580609394947,32142.592382973107,0,non-stationkeeping
1130,01,45.0,26586.864010189944,31487.662576987343,-170.05091607890705,-0.9269603617411827,3.5449460010712115,0.8746316381317282,0.0,0.0,0,27254.128625007135,32162.480033286716,0,non-stationkeeping
1140,01,45.0,26576.662538298347,31524.346820217463,-161.40543200324512,-1.0201471891597773,3.668424323011942,0.8645484075661933,0.0,0.0,0,27230.662140854303,32182.350572489955,0,non-stationkeeping
1150,01,45.0,26564.95965887294,31561.34771761385,-153.13616404642244,-1.1702879425406105,3.7000897396389116,0.8269267956822687,0.0,0.0,0,27207.1811694211,32202.203990011272,0,non-stationkeeping
1160,01,45.0,26554.20689799105,31595.952541924275,-146.97639255229,-1.0752760881888157,3.460482431042501,0.6159771494132437,0.0,0.0,0,27183.685723199902,32222.040275288247,0,non-stationkeeping
1170,01,45.0,26541.91370467229,31630.075086224773,-141.04139142624646,-1.2293193318762803,3.4122544300499476,0.5935001126043535,0.0,0.0,0,27160.175814690778,32241.859417767548,0,non-stationkeeping
1180,01,45.0,26530.12258112661,31662.89077280591,-133.96791100602363,-1.1791123545682989,3.281568658113493,0.7073480420222825,0.0,0.0,0,27136.651456401483,32261.661406904997,0,non-stationkeeping
1190,01,45.0,26519.062194200164,31695.268511339847,-126.97234720482626,-1.106038692644585,3.237773853393878,0.6995563801197364,0.0,0.0,0,27113.11266084747,32281.446232165505,0,non-stationkeeping
1200,01,45.0,26508.27432248717,31727.998658485216,-119.22394447513926,-1.0787871712994208,3.273014714536976,0.7748402729686996,0.0,0.0,0,27089.559440551875,32301.21388302314,0,non-stationkeeping
1210,01,45.0,26498.30525503867,31762.244531802502,-111.11943388253253,-0.9969067448499142,3.424587331728681,0.8104510592606731,0.0,0.0,0,27065.991808045485,32320.9643489611,0,non-stationkeeping
1220,01,45.0,26490.05074323268,31795.71053961979,-103.51503781022801,-0.8254511805989948,3.3466007817289136,0.760439607230452,0.0,0.0,0,27042.409775866792,32340.697619471728,0,non-stationkeeping
