Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
580,01,45.0,28163.225300887865,31139.5629838973,354.8217533567529,-3.252747340631817,2.0579807317638954,1.0081378666606917,-3.251230743344088,2.059657607132544,1.0081569753536843,28522.112615347083,31043.545882477065,0,non-stationkeeping
590,01,45.0,28131.888526287534,31161.134383987006,365.32183061291073,-3.1351929018541456,2.1554613826578866,1.0499880445382102,-3.133677460033202,2.157140008970687,1.0500077256157865,28499.461941730086,31064.34158374966,0,non-stationkeeping
600,01,45.0,28100.868577387144,31182.032437141857,376.4948242981298,-3.103509219102829,2.0881249439347087,1.117279078038209,-3.1019948900389247,2.0898053154849614,1.1172993685219048,28476.796105804766,31085.120758144443,0,non-stationkeeping
610,01,45.0,28071.03355936076,31202.20709088154,387.12362121788783,-2.985015051003263,2.015783329347736,1.0628588214031611,-2.983501802638396,2.017465373968272,1.0628796919758028,28454.11511962981,31105.883394606462,0,non-stationkeeping
620,01,45.0,28042.741337562224,31223.49751764592,395.87638710392093,-2.8307342270343496,2.1273591233577753,0.8752552415780777,-2.829222179853757,2.129042676437737,0.875276588603311,28431.41899527198,31126.629482089567,0,non-stationkeeping
630,01,45.0,28013.894965461586,31244.65899426376,403.50557470942846,-2.8861480737029592,2.114462552967627,0.7628969967767684,-2.884637210063634,2.116147661783946,0.7629187605507518,28408.707744806095,31147.3590095564,0,non-stationkeeping
640,01,45.0,27985.18468263093,31265.967327279966,411.4413605873376,-2.872537944519909,2.1291466567597888,0.7935563908954683,-2.871028283065482,2.1308333016206893,0.793578587790914,28385.981380315003,31168.071965978423,0,non-stationkeeping
650,01,45.0,27957.063899749617,31288.13260494417,420.01393650633037,-2.813586663222905,2.2148396677594633,0.8572349290559018,-2.812078288131227,2.2165277664204144,0.857257591899277,28363.239913889607,31188.768340335904,0,non-stationkeeping
660,01,45.0,27928.59672683628,31309.77348209602,430.049802811719,-2.848224422884279,2.1623981211755403,1.003563421684302,-2.846717291333827,2.164087715185221,1.0035866305388674,28340.483357628844,31209.44812161796,0,non-stationkeeping
670,01,45.0,27900.50728486505,31330.089961570215,440.12820098864904,-2.8104501808828477,2.0299568437956363,1.0078160591229206,-2.8089441971231617,2.031647947419431,1.0078398176930041,28317.711723639673,31230.11129882249,0,non-stationkeeping
680,01,45.0,27871.37789326159,31348.461639434205,449.6335131455097,-2.9144441676683153,1.8354750209096855,0.9505069343953255,-2.912939160345913,1.8371677863991556,0.9505312156860641,28294.925024037086,31250.757860956266,0,non-stationkeeping
690,01,45.0,27840.11868963441,31367.49535443539,458.93505363523866,-3.12742437348526,1.9016769278489594,0.9301292539778407,-3.125920362717902,1.9033715001184977,0.9301540489728961,28272.123270944077,31271.387797034888,0,non-stationkeeping
700,01,45.0,27809.137337653297,31387.578083741708,469.73841036224417,-3.0996381166301497,2.0065766171442774,1.08031028420691,-3.098135198111248,2.0082729306319584,1.0803356727005489,28249.306476491656,31292.00109608279,0,non-stationkeeping
710,01,45.0,27777.59145048708,31407.05347153927,481.38217602515095,-3.15609059568688,1.9458406613793902,1.1643505369400011,-3.154588716621744,1.9475387797564996,1.1643765662906782,28226.47465281883,31312.597747133277,0,non-stationkeeping
720,01,45.0,27745.36778837806,31426.703555480595,494.0608444460167,-3.2238670417631288,1.963308427155893,1.2678401148127563,-3.2223662109022286,1.9650083941322218,1.2678668420865706,28203.627812072606,31333.1777392285,0,non-stationkeeping
730,01,45.0,27713.10899465662,31447.158780957034,507.1603850583459,-3.2273790848778647,2.0438207628696192,1.3099266138385202,-3.2258793721436967,2.0455225476440315,1.3099540612329248,28180.765966407984,31353.741061419467,0,non-stationkeeping
740,01,45.0,27680.95490205844,31468.40719966635,519.7987464078958,-3.2169077842167764,2.1231383090915625,1.263807993214254,-3.21540925981787,2.1248418709318417,1.263836134954985,28157.889127987946,31374.287702766065,0,non-stationkeeping
